spanish/1A_checkworthy query: La polémica sobre el pin parental es una cortina de humo de la izquierda. En las Comunidades Autónomas gobernadas por el PP ya existía la posibilidad de que los padres autorizasen todas las actividades extraescolares al principio de cada curso. [LINK]	no
spanish/1A_checkworthy query: 📡 @andoniortuzar: "Somos abertzales de manos a la obra, con el buzo puesto, de construir ladrillo a ladrillo, piedra a piedra. Y cuando algún muro se debilita, como ha sucedido ahora, volver a arreglarlo, para que la casa del padre vuelva a tener los cimientos sólidos". [LINK]	no
spanish/1A_checkworthy query: 😤 PP y Ciudadanos se gastan 24 millones de euros en la Comunidad de Madrid para mantener durante dos años a 120 menas.  Para paliar los importantes daños causados por las inundaciones que afectan a varios municipios madrileños, anuncian una ayuda de 3 millones.  ¡Qué vergüenza! [LINK]	yes
spanish/1A_checkworthy query: Rebotes verdes:  La Airef prevé que la economía española rebote un 15,2% en el tercer trimestre [LINK]	yes
spanish/1A_checkworthy query: El 23 de abril el Ministro Marlaska afirmó en sede parlamentaria la imposibilidad de #EquiparacionSalarial que firmó @populares en 2018, hasta unos nuevos #PGE. Hoy después de injerencias, ceses y dimisiones, anuncia en RP (donde no tenía previsto participar) el chantaje a #FCSE. [LINK]	yes
spanish/1A_checkworthy query: El #Cmin aprueba el proyecto de Ley del Impuesto sobre #TransaccionesFinancieras:  ▶Grava con un 0,2% la adquisición de acciones de sociedades españolas cotizadas con una capitalización bursátil superior a 1.000 mill.€.  ▶Se prevé una recaudación de 850 millones de € anuales [LINK]	yes
spanish/1A_checkworthy query: El Gobierno reconoce en una respuesta oficial que nunca existió el comité de expertos para la desescalada.  Los españoles no se merecen un Gobierno que miente.   📺 Entrevista en @DebatAlRojoVivo [LINK]	yes
spanish/1A_checkworthy query: Entre dar poder a los comunistas o a VOX, en el PP eligen a los comunistas...el cordón totalitario a VOX  ¡increíble!  [LINK]	no
spanish/1A_checkworthy query: «SALIMOS MENOS FUERTES, RESCATADOS, ATOPE DE ENCHUFES Y SÁNCHEZ.... TOCANDO LA LIRA» Con permiso, de @MJPerez_ABC [LINK]	no
spanish/1A_checkworthy query: Personas fallecidas en España por:  - Cáncer: 110.287 - Suicidio: 3.679 - VioGen: 47 - Cine: 0  Partida presupuestaria para:  - Investigación cáncer: 140M€ - Lucha contra suicidio: 0€ - Lucha contra VioGen: 220M€ - Cine: 170M€  Esto no va de muertas; va de sus chiringuitos.	yes
spanish/1A_checkworthy query: 🌍Temperaturas más altas, eventos meteorológicos extremos... no tenemos planeta de repuesto. 📌Hoy hemos declarado la #emergenciaclimatica, tomando medidas relacionadas con la transformación de nuestro modelo productivo y con la descarbonización progresiva de nuestro país. [LINK]	yes
spanish/1A_checkworthy query: Urkullu ha claudicado, ha tirado la toalla y optado por cerrar la legislatura sin haber cumplido mas de la mitad de su programa de gobierno. Deja pendientes leyes importantes y necesarias para toda la sociedad vasca. [LINK]	yes
spanish/1A_checkworthy query: Enhorabuena @MichelleAlonsoM por ese pasaporte a Tokio!!!! Esfuerzo, tenacidad y garra dan como resultado esa olimpiada! 💪🏻💪🏻💪🏻 [LINK]	no
spanish/1A_checkworthy query: Tras 10 años de Feijóo, han destruido 20.000 empleos industriales, porque la política industrial del PP gallego se resume en una palabra: PEMEX.  Una estafa, un negocio fallido y con directivos en la cárcel. Esos son los negocios de Feijóo y el PP de Galicia.  @Yolanda_Diaz_ 👏👏 [LINK]	yes
spanish/1A_checkworthy query: He oído en una tv que "ambos bandos cometieron atrocidades". Sin duda. Pero de forma incomparable. En la IIGuerra Mundial los aliados también cometieron crímenes. Eso, sin embargo, no ampara ni una sola de las atrocidades cometidas por los nazis ni los iguala a los aliados. Hilo:	no
spanish/1A_checkworthy query: 🇻🇪 En Madrid viven más de 60.000 venezolanos, son ya la segunda comunidad extranjera más numerosa de la ciudad.  🤗 @begonavillacis "Al darle la bienvenida a @MADRID le estamos dando la bienvenida a su segunda casa" #GuaidóEnMadrid [LINK]	yes
spanish/1A_checkworthy query: De nada sirve llevarse las manos a la cabeza ante las graves vulneraciones de Derechos Humanos que ocurren en países como Polonia cuando el Parlamento Europeo normaliza el discurso de odio de la extrema derecha implantando políticas racistas y criminalizando la lucha antifascista [LINK]	no
spanish/1A_checkworthy query: 📺 A partir de las 09:00 h., el vicepresidente del Grupo Popular Europeo en el Parlamento Europeo, @gonzalezpons, es entrevistado en @EspejoPublico de @antena3com.  👉 Puedes verlo en directo en [LINK] [LINK]	no
spanish/1A_checkworthy query: ‼️ ¡No te pierdas el artículo de @GuillermoDiazCs en 'El Siglo de Europa'! ✒️ "El Gobierno empleó medios ingentes y centró el debate en los restos de Franco, mientras las historias de muchos de sus perseguidos se perdían para siempre". 🗞️ Aquí al completo [LINK] [LINK]	no
spanish/1A_checkworthy query: 📺 A las 16:20h, @Yolanda_Diaz_ interviene en @todoesmentiratv de @cuatro.  ▶️ Síguelo en directo en [LINK]  #FelizFinde [LINK]	no
spanish/1A_checkworthy query: Mi condena rotunda al asesinato machista ocurrido en #Castellbisbal,  provincia de #Barcelona.  Las cifras son insoportables: 51 mujeres han sido asesinadas este año, 1027 desde que hay datos.   #BastaYa #NiUnaMenos [LINK]	yes
spanish/1A_checkworthy query: La @SE_Comercio, Xiana Méndez, clausura la jornada -Brexit: retos y oportunidades para la #pyme española-. "Reino Unido seguirá siendo un mercado seguro y España tiene que mantener un alto grado de nivel de comercio e inversión con el país, e incluso aumentarle". #Brexit [LINK]	no
spanish/1A_checkworthy query: Hoy a las 20:00 repetimos en la Sala Capitol de Barcelona. #lescosesexcepcionals [LINK]	no
spanish/1A_checkworthy query: "Nos hemos dedicado a desenmascarar en sede parlamentaria la cifra real de fallecidos o el comité de expertos que nunca existió, además de las 4000 propuestas que ha presentado el @GPPopular para hacer frente y oposición auténtica".  📺@Aglezterol en @ElCascabelTRECE [LINK]	yes
