spanish/1A_checkworthy query: 📅 Mañana, viernes, no puedes perderte el gran acto de cierre de campaña en Madrid.   ⏰ A las 19.00 h en el Pabellón 1 de IFEMA (Madrid).  Con Kiko Veneno y O'Funk'illo en concierto y la intervención de @Pablo_Iglesias_, @AdaColau, @Irene_Montero_, @agarzon...   ¡Te esperamos! [LINK]	no
spanish/1A_checkworthy query: 🔴 DIRECTO | Reyes Maroto: "Si nos centramos en las sinergias la legislatura, al menos en la parte del gobierno, va a funcionar muy bien. Además, los ministros y ministras nos llevamos muy bien" [LINK]	no
spanish/1A_checkworthy query: @JonInarritu @EHBilduCongreso 🔴🎙️ @JonInarritu, diputado @EHBilduCongreso: "Que los partidos catalanes nacionalistas encuentren un Mínimo Común Denominador es difícil. Sobre todo, si se intentan sembrar la discordia y si la represión provoca un adelanto electoral."	no
spanish/1A_checkworthy query: @tve_tve vuelve a quedar en evidencia. Desplaza al minuto 18 la denuncia del #CGPJ ante las críticas  de Iglesias y habla de “diferencias”. Exigimos al responsable de edición del telediario explicaciones y a Sánchez que deje de utilizar @rtve a su antojo  @Enric_Hernandez	yes
spanish/1A_checkworthy query: @tve_tve vuelve a quedar en evidencia. Desplaza al minuto 18 la denuncia del #CGPJ ante las críticas  de Iglesias y habla de “diferencias”. Exigimos al responsable de edición del telediario explicaciones y a Sánchez que deje de utilizar @rtve a su antojo  @Enric_Hernandez	yes
spanish/1A_checkworthy query: El nuevo curso escolar en #Andalucía comienza con... ??  ✅El mayor presupuesto de su historia ✅750 nuevos profesores, más que nunca ✅3.000 nuevos funcionarios que antes eran interinos  Son hechos: la oposición miente cuando dice que estamos desmantelando la educación pública. [LINK]	yes
spanish/1A_checkworthy query: El nuevo curso escolar en #Andalucía comienza con... ??  ✅El mayor presupuesto de su historia ✅750 nuevos profesores, más que nunca ✅3.000 nuevos funcionarios que antes eran interinos  Son hechos: la oposición miente cuando dice que estamos desmantelando la educación pública. [LINK]	yes
spanish/1A_checkworthy query: Pernando Barrena: "En 2021 pueden abrirse escenarios realmente muy complicados" @ehbildu [LINK]	no
spanish/1A_checkworthy query: El #PINParental no solo no me parece polémico sino de auténtico sentido común. Impecable aquí @ivanedlm explicando el concepto en un minuto  [LINK]	no
spanish/1A_checkworthy query: 🔴DIRECTO| @Santi_ABASCAL, presidente de @vox_es,  anuncia la iniciativa parlamentaria para ilegalizar a partidos que pongan en peligro la Constitución y la unidad de España  #ESP20E  ▶ [LINK] [LINK]	no
spanish/1A_checkworthy query: Muy bien explicado lo del “pin rojo”, por @MonederoJC Algunos llevamos años usándolo como símbolo antifascista y seguiremos haciéndolo. 🔻✊ [LINK]	no
spanish/1A_checkworthy query: El PP se equivoca total y completamente excluyendo a VOX en las mesas del Congreso. El PP hizo lo mismo en la Asamblea de Madrid pactando con PSOE, Cs, Más Madrid y Podemos contra VOX. Que el PP no eche la culpa al PSOE porque en la C. de Madrid también prefirió a la izquierda. [LINK]	yes
spanish/1A_checkworthy query: El PP se equivoca total y completamente excluyendo a VOX en las mesas del Congreso. El PP hizo lo mismo en la Asamblea de Madrid pactando con PSOE, Cs, Más Madrid y Podemos contra VOX. Que el PP no eche la culpa al PSOE porque en la C. de Madrid también prefirió a la izquierda. [LINK]	yes
spanish/1A_checkworthy query: Si algo define a @CruzRojaEsp es que siempre está ahí cuando más se le necesita.    #CRUZROJARESPONDE ha movilizado a más de 40.000 voluntarios durante el Covid19. Hoy hemos ido a su sede a darles las gracias junto a SM La Reina, a quien agradezco su preocupación por Madrid. [LINK]	yes
