topic	tweet_id	class_label	run_id
politics	1468170499406639107	1	mt5
politics	1456714073710768129	1	mt5
politics	1448983098813734916	0	mt5
politics	1465828278900563969	0	mt5
politics	1436412790751830018	0	mt5
politics	1447526455764738052	0	mt5
politics	1455907062383366148	0	mt5
politics	1449273259237728256	0	mt5
politics	1469466264888352773	0	mt5
politics	1453993535036870657	0	mt5
politics	1451868804988952576	0	mt5
politics	1453648678447628288	0	mt5
politics	1458502481034588168	1	mt5
politics	1462694617753788423	0	mt5
politics	1447905330860642308	0	mt5
politics	1435302226646478855	1	mt5
politics	1454726586775838723	0	mt5
politics	1443947011573698563	0	mt5
politics	1433533432164978688	0	mt5
politics	1466112616875634691	0	mt5
politics	1464872533971329028	0	mt5
politics	1436053527244288005	0	mt5
politics	1433810709930971159	1	mt5
politics	1435281603375271946	0	mt5
politics	1444366157205712904	0	mt5
politics	1435160563751997440	0	mt5
politics	1469186587309527040	0	mt5
politics	1434906381124046848	0	mt5
politics	1437336082111139845	0	mt5
politics	1459432974609440776	1	mt5
politics	1446020861937455107	0	mt5
politics	1468311725967646728	0	mt5
politics	1451891458995376131	0	mt5
politics	1448508279341060099	0	mt5
politics	1438918233147445249	0	mt5
politics	1458228567490375680	0	mt5
politics	1441152433896448001	0	mt5
politics	1437747206233133056	0	mt5
politics	1451984043554316306	0	mt5
politics	1450417840033570821	0	mt5
politics	1448742531173429249	0	mt5
politics	1447122025231835138	1	mt5
politics	1460599534527078403	1	mt5
politics	1442840264901545988	0	mt5
politics	1462361425381371907	0	mt5
politics	1453278146011205640	0	mt5
politics	1464245951867019268	0	mt5
politics	1440239470108835840	1	mt5
politics	1458067508485885952	1	mt5
politics	1458870842616684544	1	mt5
politics	1462408953728483335	0	mt5
politics	1435679421273448450	1	mt5
politics	1438081016745316353	0	mt5
politics	1444332222429945860	0	mt5
politics	1433819234728022034	0	mt5
politics	1455100600228761600	0	mt5
politics	1460924765745692678	0	mt5
politics	1441885226335092737	0	mt5
politics	1438068732593590274	0	mt5
politics	1467409119502082053	0	mt5
politics	1434784103166091265	0	mt5
politics	1464315618052743173	1	mt5
politics	1435664496937291779	0	mt5
politics	1435263266461204496	0	mt5
politics	1466704638867124224	1	mt5
politics	1433388853423972361	1	mt5
politics	1462395366435958785	0	mt5
politics	1435940753059061766	1	mt5
politics	1463238057855963160	0	mt5
politics	1453703413947060231	0	mt5
politics	1436399644901249031	0	mt5
politics	1448184169809514503	0	mt5
politics	1434613656935964678	0	mt5
politics	1436014599984275456	0	mt5
politics	1434590485402853384	1	mt5
politics	1447513491439509512	0	mt5
politics	1433306216172773378	0	mt5
politics	1463516798557560836	0	mt5
politics	1461039916679376905	0	mt5
politics	1454377111595200516	0	mt5
politics	1456953205833846790	0	mt5
politics	1466397017467465735	0	mt5
politics	1461052965637312526	1	mt5
politics	1455082651199709189	0	mt5
politics	1442014410294317056	0	mt5
politics	1456357697381621767	1	mt5
politics	1436401902326067201	0	mt5
politics	1463498652559753220	0	mt5
politics	1435646843065618436	0	mt5
politics	1466118035392114692	0	mt5
politics	1458765338955468803	1	mt5
politics	1458358297489203207	0	mt5
politics	1467131439212900354	0	mt5
politics	1464637008995930113	0	mt5
politics	1457319464039591941	0	mt5
politics	1436635979125772292	0	mt5
politics	1447108991570653184	0	mt5
politics	1443098866295971842	0	mt5
politics	1438461634423500803	0	mt5
politics	1439858835959734276	0	mt5
politics	1454078314558246919	0	mt5
politics	1434916672549310466	0	mt5
politics	1440629418309812236	1	mt5
politics	1439138965676756993	0	mt5
politics	1447652160255188992	1	mt5
politics	1466844009830232071	0	mt5
politics	1465238081443876871	0	mt5
politics	1457626954379714560	0	mt5
politics	1462405127906762756	1	mt5
politics	1439635551041241093	0	mt5
politics	1455639868298735619	0	mt5
politics	1452365438290173966	0	mt5
politics	1438081950653186048	0	mt5
politics	1455926784965455873	0	mt5
politics	1443628096645697539	0	mt5
politics	1448279857708732417	0	mt5
politics	735862197881044993	0	mt5
politics	1464136555736535042	0	mt5
politics	1458113846175059973	0	mt5
politics	1452167751787859970	0	mt5
politics	1444712376813727745	0	mt5
politics	1438106589387440130	0	mt5
politics	1437813354261790726	0	mt5
politics	1441866773389848583	0	mt5
politics	1449295418257547265	0	mt5
politics	1459621125709873158	0	mt5
politics	1449997705560961024	0	mt5
politics	1436667059681759234	0	mt5
politics	1451198240485900295	0	mt5
politics	1433026311098929155	0	mt5
politics	1436398999959900175	0	mt5
politics	1438251913783427073	1	mt5
politics	1435268293716217856	0	mt5
politics	1445028907942547465	1	mt5
politics	1460644619721576455	1	mt5
politics	1452908185631744004	1	mt5
politics	1437805004891594761	0	mt5
politics	1442895566472577025	0	mt5
politics	1446407301208977408	0	mt5
politics	1449266429887385601	0	mt5
politics	1443171755401564160	0	mt5
politics	1443181879570714626	0	mt5
politics	1447901525154701315	0	mt5
politics	1456155389465071616	1	mt5
politics	1461067499999571969	0	mt5
politics	1463790675682488323	1	mt5
politics	1438524460294807558	0	mt5
politics	1463631678530895881	0	mt5
politics	1436579305933389827	0	mt5
politics	1462161198833704968	0	mt5
politics	1447551857782579203	0	mt5
politics	1468990652889370631	0	mt5
politics	1444626930603642882	0	mt5
politics	1466399255053180936	1	mt5
politics	1455130399395434502	0	mt5
politics	1434954606241529856	0	mt5
politics	1447651305816739846	0	mt5
politics	1458690660148645888	0	mt5
politics	1444925162974064640	1	mt5
politics	1436781115596025867	1	mt5
politics	1451106700396793856	0	mt5
politics	1465589397211000838	1	mt5
politics	1451103604799070211	1	mt5
politics	1460727285561102336	0	mt5
politics	1459811656914059268	0	mt5
politics	1437422486409383945	0	mt5
politics	1465353725032161287	0	mt5
politics	1463486736881926153	0	mt5
politics	1466080691142238210	0	mt5
politics	1458392436846305286	1	mt5
politics	1468867975755218945	0	mt5
politics	1459847844215627776	0	mt5
politics	1448235394722578432	0	mt5
politics	1449832669060153349	0	mt5
politics	1455872819871600641	0	mt5
politics	1441362244038656004	0	mt5
politics	1447171819073642497	1	mt5
politics	1450214682799837185	0	mt5
politics	1456232484459499531	0	mt5
politics	1446777841744596993	0	mt5
politics	1450325795981901824	0	mt5
politics	1461326985234427905	0	mt5
politics	1451868140753887232	1	mt5
politics	1445308794204983298	1	mt5
politics	1451869925832855562	1	mt5
politics	1456962718360084481	0	mt5
politics	1453657214674210816	1	mt5
politics	1435992185586003971	0	mt5
politics	1437707244129464341	0	mt5
politics	1435353592299466753	0	mt5
politics	1456946411887644680	0	mt5
politics	1434572158097842176	0	mt5
politics	1448992228676968448	1	mt5
politics	1466840743876648969	0	mt5
politics	1462445198265491463	0	mt5
politics	1446359470456647706	0	mt5
politics	1441465569547624452	1	mt5
politics	1452731130994647054	0	mt5
politics	1463427494019805187	0	mt5
politics	1442839119365873668	1	mt5
politics	1437525377312768005	0	mt5
politics	1460521741617352704	0	mt5
politics	1463396780968714242	0	mt5
politics	1433690783853465613	0	mt5
politics	1439877239206711296	0	mt5
politics	1447489890166452224	0	mt5
politics	1446035528319750144	0	mt5
politics	1464246500133847080	0	mt5
politics	1435529408773775361	0	mt5
politics	1443266001924206604	0	mt5
politics	1451293560297381890	0	mt5
politics	1437830400043372555	1	mt5
politics	1465584805786103812	1	mt5
politics	1433393794456727554	0	mt5
politics	1459068284276461568	0	mt5
politics	1443539508847386627	1	mt5
politics	1436652327390302211	0	mt5
politics	1450834486757822466	0	mt5
politics	1445058074100785161	0	mt5
politics	1462395671403769860	0	mt5
politics	1435247176851075074	0	mt5
politics	1436073926510235650	0	mt5
